"genotype"	"cell.width"	"cell.height"	"treatment"
"XA53"	82.879475308489	4.07994751008227	"A"
"XA53"	94.8594992840663	20.1460462308489	"A"
"XA53"	7.08599539212883	0.893832500930876	"A"
"XA53"	80.0473962912336	56.9353747623973	"A"
"XA53"	78.0642148435116	95.1700933832675	"A"
"XA53"	3.08095495328307	38.1316116144881	"A"
"XA53"	77.8183260469697	85.8466583020985	"B"
"XA53"	61.1772376275621	75.0510926296934	"B"
"XA53"	43.8714117229916	5.85407659951597	"A"
"XA53"	28.1787549029104	63.9056295292452	"A"
"control"	32.9306104897521	71.1988194054924	"B"
"XA53"	2.80444392319769	100.065456175804	"B"
"control"	29.0536775025539	48.0240362663753	"B"
"XA53"	29.1288397023454	22.1801052742638	"A"
"XA53"	8.17312032980844	42.0294668748043	"A"
"XA53"	43.8899248410016	73.8422427270561	"B"
"XA53"	5.97906684465706	96.1798933826387	"B"
"XA53"	14.0845863992348	43.0739344115369	"B"
"XA53"	17.0506512117572	31.8508333352394	"A"
"XA53"	63.8817718861625	92.0878976766951	"B"
"control"	57.8806175251491	27.0692534749396	"A"
"XA53"	9.89128070827574	49.8131608472206	"B"
"XA53"	12.8159784894437	NA	"B"
"XA53"	96.0365715281107	82.1701766937971	"A"
"control"	51.1006843027659	25.0797310445458	"B"
"XA53"	58.0710571408272	4.10807406818494	"A"
"XA53"	92.939568374306	89.8089653061703	"A"
"XA53"	0.845007978007197	87.0876807154156	"A"
"XA53"	6.18707911418751	22.0400473578833	"B"
"XA53"	34.9476985657588	13.8600346472114	"A"
"XA53"	41.0684956221841	1.9393331758678	"B"
"XA53"	29.9486473430879	26.0633050591685	"A"
"XA53"	69.895756040141	34.1582780334167	"B"
"XA53"	28.9533831113018	99.1134350980632	"B"
"XA53"	91.8928523985669	62.8360518448986	"A"
"control"	36.9188787676394	54.1746649071574	"A"
"XA53"	32.12225125283	10.1998706857674	"B"
"control"	70.1025202797726	45.8260328557342	"B"
"XA53"	63.152359801624	99.8657335534692	"A"
"XA53"	11.1984533851966	74.902619317919	"B"
"XA53"	15.8810277580284	19.8231151889078	"B"
"XA53"	41.899203675054	83.9277073798701	"B"
"XA53"	31.0381614714861	2.88538098111749	"A"
"XA53"	62.14266885994	26.1052224307321	"A"
"XA53"	96.0314270226285	76.8126447259448	"B"
"XA53"	86.0730593361892	9.92435573255643	"B"
"XA53"	70.0243834138848	31.1235372845083	"A"
"XA53"	9.87789054671302	NA	"B"
"XA53"	14.0215115842409	8.89847084414214	"A"
"XA53"	99.1091340075247	85.9012983571738	"A"
"XA53"	65.9261313813738	6.09982043234631	"B"
"XA53"	9.04690295085311	55.1501543075778	"B"
"XA53"	4.88158830525354	93.0232202884741	"A"
"XA53"	85.1615180613473	60.957303705439	"B"
"XA53"	39.924537868239	60.0152737207711	"A"
"XA53"	19.1813636001199	68.9411300777458	"A"
"XA53"	16.8157662830316	62.8653568355367	"A"
"XA53"	4.97247879942879	53.9926878587343	"B"
"control"	63.1049766959623	49.9518487873487	"B"
"XA53"	29.1059023834765	23.9001392355189	"A"
"XA53"	19.1047345326282	41.906152455043	"A"
"control"	46.1875526163727	59.1125180784613	"A"
"control"	31.0384067342617	77.1273013067432	"A"
"XA53"	10.8170206302777	26.9931276851334	"B"
"XA53"	38.0348929644562	88.1901448197663	"A"
"control"	69.9209462383762	49.1083768984303	"A"
"XA53"	26.9911983147264	71.0432759750634	"B"
"XA53"	87.9800686720759	61.0497541180812	"B"
"XA53"	38.1846928824671	57.9049748968333	"B"
"XA53"	23.0115450737998	80.8941766191274	"B"
"XA53"	64.1240081696771	56.1430877014063	"B"
"XA53"	18.8432153453119	NA	"B"
"control"	50.9189140959643	51.953342827037	"B"
"XA53"	35.9467366620898	83.947633460816	"B"
"control"	61.9653632863425	50.9386709961109	"B"
"control"	63.9956059774384	67.9325453205965	"A"
"XA53"	5.91335807852447	33.9226768743247	"B"
"XA53"	82.8851114229299	70.0035432337783	"A"
"XA53"	14.1254483287223	55.9412836111151	"B"
"XA53"	2.00134122883901	7.17425319533795	"A"
"XA53"	82.0400568027049	82.8975839437917	"B"
"XA53"	39.8082497722469	46.8605128332041	"A"
"XA53"	62.8233437645249	20.8786980046891	"A"
"XA53"	7.1218070147559	65.0455773844384	"A"
"XA53"	97.0618041595444	59.0329088461585	"B"
"XA53"	16.8629013502039	27.0592965418473	"A"
"control"	40.9111213846132	68.9394073989242	"A"
"XA53"	74.176822235994	84.1921400234103	"B"
"XA53"	63.1008019565605	1.19858812596649	"A"
"XA53"	25.0027887660079	96.1070321002975	"B"
"XA53"	98.0150400521234	19.9771174687892	"A"
"XA53"	92.8339517162181	64.8707500883378	"A"
"XA53"	56.8162129804492	13.9501891682856	"B"
"XA53"	84.1508586862124	41.8362500838935	"B"
"XA53"	61.1788840672933	86.1310696341097	"A"
"control"	47.0828278212808	51.0233132598922	"A"
"control"	34.1663256345317	51.1982852184214	"B"
"XA53"	33.0846855718642	17.9924489424564	"B"
"XA53"	7.15330859245732	30.1108170269057	"A"
"XA53"	71.889566747658	18.9613138347864	"B"
"control"	24.0433510226198	52.8223916728981	"B"
"XA53"	68.9629001858644	92.1769634884782	"A"
"XA53"	59.1675138912164	4.04568964513019	"A"
"control"	41.9356385932304	30.8618907135911	"A"
"XA53"	81.1752005376853	96.067257590685	"A"
"XA53"	91.0778456287458	10.8600773409009	"A"
"XA53"	2.08008770206943	90.0243473121896	"B"
"XA53"	22.8872528110631	16.9540815471672	"A"
"control"	62.8432736217044	NA	"A"
"XA53"	49.0889859812334	77.1153068358079	"B"
"XA53"	61.9651295821182	76.9445097493939	"B"
"XA53"	85.0390673846006	37.9685341245495	"B"
"XA53"	26.911591764912	2.16837437488139	"B"
"control"	35.8549839555286	64.1210614651442	"A"
"control"	32.1589923783205	42.1472231266089	"B"
"XA53"	49.0600064220838	2.08895143000409	"A"
"XA53"	14.0260939132422	88.8778657658957	"B"
"XA53"	29.0976073966362	NA	"B"
"XA53"	68.1095188119449	11.1862095624208	"A"
"XA53"	52.8151379102841	77.0641571865417	"A"
"XA53"	54.1698571657762	36.9286065840162	"A"
"XA53"	8.81400057300925	4.94569309754297	"B"
"XA53"	86.0203608451411	66.0678983103484	"A"
"control"	32.0587984297425	48.9110437996685	"A"
"XA53"	8.95929490085691	0.96584460074082	"A"
"XA53"	76.8278604702093	71.9528025325388	"A"
"XA53"	3.84534767614678	90.1330632995814	"B"
"XA53"	28.826604660973	62.1115941074677	"B"
"XA53"	94.8843802541494	70.8219671563245	"B"
"XA53"	32.1343767543323	85.1534577518701	"B"
"XA53"	16.96414430812	69.8352064952254	"B"
"XA53"	83.1361512184143	38.8352264258079	"A"
"XA53"	4.12771724732593	32.8328487370163	"A"
"XA53"	4.92907896125689	7.01535858297721	"A"
"control"	42.9357703275047	49.0293920774944	"B"
"XA53"	60.1775781517848	75.8938768155873	"A"
"XA53"	39.0924342075363	94.8620181942359	"A"
"XA53"	88.9778414970264	18.1142573468387	"A"
"XA53"	81.0625190311112	51.018221896328	"A"
"control"	37.1717305034399	50.8640492050909	"A"
"XA53"	90.8025286694057	100.122090476379	"B"
"XA53"	82.0848292827606	98.8997474625707	"A"
"XA53"	35.1832920658402	59.1019116472453	"B"
"XA53"	55.0159516908228	8.01998768355697	"B"
"XA53"	3.87915596235543	47.9506288098171	"A"
"XA53"	97.0428174566478	98.8812959490344	"B"
"control"	52.9494185546413	46.1202718831599	"B"
"control"	47.04134201454	44.806709477026	"B"
"XA53"	94.1118853542954	39.8493071190082	"B"
"XA53"	4.93121825680137	NA	"B"
"XA53"	5.92550607584417	17.1820753402077	"B"
"XA53"	84.1186254895292	59.1468741029501	"B"
"control"	43.1749388496391	62.0225623056293	"A"
"control"	69.9036093845032	49.8264651075006	"A"
"XA53"	3.81702923551202	70.8934901377186	"B"
"XA53"	98.1807987109758	76.9601621272974	"A"
"XA53"	80.99188153008	62.0530828241259	"B"
"XA53"	73.1300775473937	69.102957876306	"B"
"XA53"	74.9399114734493	70.9941295422614	"A"
"XA53"	7.08035222543404	20.8585404554382	"B"
"XA53"	49.9799715578556	22.9030463064089	"B"
"control"	33.0820845625363	75.8878689451143	"B"
"XA53"	52.9437253154814	90.8794419975951	"B"
"control"	51.0013811337762	53.9207084854133	"A"
"control"	30.0634091631509	48.9407123249955	"B"
"control"	73.1189537348226	53.8873403508216	"B"
"XA53"	92.0022070344537	12.8223470580764	"A"
"XA53"	83.0993041671813	80.1434757265262	"A"
"XA53"	61.9158890687861	21.1225109106861	"B"
"control"	56.1236388179474	49.1039280872792	"A"
"control"	60.8535207180306	32.0598237476312	"B"
"control"	62.9802867623046	45.126717410516	"A"
"control"	25.8873349413276	56.1057323391549	"A"
"XA53"	67.960035579931	25.0221046320163	"A"
"XA53"	36.1757364906371	NA	"A"
"XA53"	17.8935225826688	NA	"B"
"XA53"	68.8717106724158	30.1574552357197	"A"
"XA53"	91.0951655474491	3.93933059656993	"A"
"XA53"	99.0431371212937	29.8565392539836	"A"
"XA53"	28.1087514181621	98.0995861701667	"B"
"XA53"	3.15208530686796	73.9267472298816	"A"
"XA53"	17.1012247011997	92.9295096803457	"A"
"XA53"	49.8323750309646	15.9483934164047	"A"
"XA53"	31.1565201368183	86.9885376940481	"A"
"control"	45.9940629914403	46.9034052713774	"B"
"XA53"	100.083465926722	99.1500408476219	"A"
"XA53"	19.0565532543696	4.15699125295505	"B"
"XA53"	14.9588484499604	68.1245850432664	"A"
"XA53"	73.8533096531406	4.84419245179743	"B"
"XA53"	95.1190777335316	54.0657766359858	"A"
"XA53"	33.9638113078661	28.0783106148243	"B"
"XA53"	59.9687627485022	90.0385269150138	"A"
"XA53"	28.8392031644471	95.1644900174811	"B"
"XA53"	97.092031202931	27.8966025461443	"A"
"XA53"	89.9912428578362	66.1684438621625	"B"
"XA53"	6.98824712140486	11.1466770013794	"B"
"XA53"	99.9082090101205	11.9559307793155	"B"
"XA53"	3.07755230581388	41.8216478956863	"B"
"XA53"	94.0844355862588	93.9378310087137	"A"
"XA53"	95.161110621877	95.0436982684769	"A"
"XA53"	60.0317933416925	46.9565163408406	"B"
"XA53"	47.1641916139983	NA	"A"
"XA53"	2.13611022820696	84.8449697395787	"B"
"XA53"	7.18499842444435	87.1228453723714	"A"
"XA53"	91.9429172196426	75.0361284878105	"B"
"XA53"	59.936887477804	20.0910289133899	"A"
"XA53"	21.0822886660695	38.118781854026	"A"
"XA53"	37.8163907467388	6.13784845788032	"A"
"control"	62.0142489433289	37.0790136792697	"A"
"XA53"	80.1695963429287	68.9881904060952	"A"
"XA53"	81.8116514449939	NA	"B"
"XA53"	83.0645424801856	22.8434938176535	"A"
"XA53"	84.0865110517479	18.0406039643101	"A"
"control"	50.9044510889798	55.998642355483	"B"
"XA53"	89.1337366983294	12.9969398816116	"A"
"XA53"	88.9489282477647	5.15698683159426	"B"
"XA53"	94.0188275756314	21.0974937194958	"A"
"XA53"	79.1829296220094	5.08930168468505	"B"
"XA53"	84.1988333486021	NA	"A"
"XA53"	68.9987645420246	17.804497777205	"B"
"XA53"	29.9923200800084	53.8877302075736	"A"
"XA53"	6.89030436314642	23.0988287673332	"A"
"XA53"	41.0576296498999	74.086954632774	"A"
"XA53"	68.1273502413183	82.1150432197377	"A"
"XA53"	70.0017908346839	14.9255426933989	"B"
"XA53"	78.0899013094604	46.8337488176301	"B"
"XA53"	62.956780664809	78.0085945867933	"A"
"XA53"	18.1018850544468	24.107227513846	"B"
"XA53"	78.8627242109738	16.8075248933397	"A"
"control"	74.1834060499445	41.9890525395982	"B"
"control"	51.8495571461506	27.0251078012399	"B"
"XA53"	15.8128256407566	28.0938944519497	"A"
"XA53"	51.939335411042	73.0903541728854	"A"
"XA53"	86.1461966775358	NA	"A"
"XA53"	72.1990091144107	4.00789646673948	"A"
"XA53"	22.1107999450527	92.8054518630728	"B"
"control"	73.1622877265327	56.9908969099633	"A"
"control"	42.8376753009856	41.8933560403995	"A"
"XA53"	7.05881053265184	99.1651641443372	"A"
"XA53"	29.9537077809684	86.8564318154938	"A"
"XA53"	94.1784805995412	34.0850513038225	"B"
"XA53"	62.0790340713225	NA	"A"
"XA53"	99.0580569657497	37.965513414517	"B"
"XA53"	87.0860269227065	98.0726178987883	"A"
"XA53"	26.114151943475	61.1969795732759	"A"
"XA53"	32.80550453756	29.0441755926237	"B"
"XA53"	58.8718906751834	84.1846811540425	"A"
"XA53"	20.8745618971065	33.9158936299384	"B"
"XA53"	64.1557525712065	29.0395422053523	"B"
"control"	61.9393818373792	45.8380069090985	"A"
"XA53"	39.1246376726776	90.0875910490751	"B"
"XA53"	70.1675039865077	51.8159324913286	"A"
"XA53"	34.0612386783585	7.80569520154968	"A"
"XA53"	7.08710746699944	55.8352925869636	"B"
"XA53"	90.9690415283665	3.1212453391403	"B"
"XA53"	14.9151778288186	82.8552921370603	"B"
"XA53"	88.1807501417585	63.0417197681032	"B"
"XA53"	95.9645767499693	25.0943874702789	"A"
"XA53"	97.950303101819	74.1476419992745	"B"
"XA53"	86.8209273134358	44.0605551159941	"B"
"XA53"	95.8779111729935	40.9983857536688	"A"
"XA53"	39.8422409184277	56.1246971304528	"A"
"XA53"	93.8372507732361	0.816817487590015	"A"
"XA53"	62.9085664026439	85.0845972877927	"B"
"XA53"	72.9866802509874	26.8257960188203	"A"
"XA53"	68.9720158006065	6.19419118976221	"A"
"XA53"	48.9908769987524	83.1264547075145	"A"
"XA53"	20.1795440406539	75.0697037663311	"B"
"XA53"	18.9793256860226	25.8373361582868	"B"
"XA53"	81.1558164349757	27.1994659512304	"A"
"XA53"	21.042986107152	30.9182890553959	"A"
"XA53"	80.0666529268026	91.111032943055	"B"
"XA53"	86.901227390673	NA	"A"
"XA53"	95.0399364179932	69.9768692737445	"B"
"XA53"	20.9602997710928	88.0869934530929	"B"
"XA53"	27.1535382370465	20.1505512150005	"A"
"XA53"	45.003925279621	20.9580627665855	"B"
"control"	47.8348718351684	58.8977966911159	"A"
"XA53"	73.1150909452699	34.8970631649718	"B"
"XA53"	14.9822824202478	72.8919670186006	"A"
"XA53"	68.1774790030904	92.8906944954768	"B"
"XA53"	93.0913217088208	16.8271994109265	"A"
"XA53"	99.1872390646488	NA	"A"
"XA53"	14.0795100149699	57.0442666448653	"A"
"control"	63.9081000637263	65.9608555866405	"B"
"control"	28.1651795174927	73.9911088866182	"B"
"XA53"	12.9198530422524	52.8846716329455	"A"
"XA53"	39.9294743614271	18.8007201987319	"A"
"XA53"	13.8047658798285	11.8393941584043	"B"
"XA53"	19.1929740244523	72.9098473249003	"B"
"XA53"	32.1684581398964	91.0456345924176	"B"
"XA53"	26.1249940813519	76.9340540391393	"A"
"control"	42.8995996421203	NA	"A"
"XA53"	58.1334027023055	81.9046625589021	"B"
"control"	37.8181174998172	68.9779455930926	"B"
"XA53"	90.8690158261918	58.8740779087879	"B"
"XA53"	92.177791994065	38.8091033627279	"A"
"XA53"	78.8154685193673	12.9776415426284	"A"
"control"	58.9621971956454	68.095175101608	"B"
"XA53"	94.1935017645359	23.0884292474017	"A"
"XA53"	84.9170202379115	68.0182863753289	"B"
"XA53"	98.1954187308438	79.0142870039679	"B"
"XA53"	97.0499760360457	93.983618024271	"B"
"XA53"	25.9736053797416	62.9006954114884	"B"
"XA53"	19.8754391322844	81.1972147406079	"B"
"XA53"	92.0228608179837	1.89282726263627	"B"
"XA53"	52.0123484861106	36.1513321286067	"B"
"XA53"	80.1279993498698	39.159916674532	"A"
"control"	71.8832503745332	69.8168999833055	"A"
"XA53"	64.9871517869644	22.184990955051	"B"
"control"	66.1994250236079	38.818016296532	"A"
"XA53"	8.15190369598568	81.95575569598	"B"
"control"	41.996355293598	53.8325207185	"B"
"XA53"	1.1886257911101	83.1635534059256	"A"
"XA53"	97.0556499635801	79.8226849452592	"A"
"control"	47.9739146744832	33.0822893844917	"B"
"XA53"	59.0093869746663	37.0865450439975	"A"
"control"	56.9849091507494	66.91308276169	"A"
"XA53"	29.0090405874886	13.8245784559287	"A"
"XA53"	20.1733596025966	100.197680957988	"B"
"XA53"	26.1817300344817	83.1957343272865	"A"
"XA53"	79.015611817874	81.0239809767343	"B"
"XA53"	31.8890940355137	31.0826968386769	"A"
"XA53"	99.8093766271137	83.0744394271635	"B"
"control"	52.915185035672	29.905657227058	"B"
"XA53"	71.0857781900093	83.0508026967756	"A"
"XA53"	93.9925693208352	72.1554220758378	"B"
"control"	42.1936215655878	69.0374607368372	"A"
"XA53"	20.8897684703581	97.8398747765459	"B"
"XA53"	18.0381728172302	30.0529727431014	"B"
"XA53"	34.8037419320084	85.0090232688002	"B"
"XA53"	70.0263614161871	83.1653512312099	"B"
"control"	33.1154331081547	75.1911350285634	"B"
"control"	56.1285043380223	65.8410912055522	"B"
"XA53"	10.1722115669399	82.9333978604525	"B"
"XA53"	98.9868167177774	99.0040941541083	"A"
"XA53"	54.8662788521498	10.9280108080246	"A"
"control"	56.9194334915839	63.0077601388097	"A"
"XA53"	91.1257226649672	86.0748998462223	"A"
"XA53"	72.9421180576086	71.8936622464098	"B"
"XA53"	83.9534487222321	62.9400398869067	"A"
"XA53"	2.12434011194855	88.0691704538651	"B"
"control"	73.9668318840675	44.0566262906417	"B"
"XA53"	32.1521108302288	99.0140374702401	"A"
"control"	29.1187426584773	68.1457626631483	"B"
"XA53"	16.0193508655764	62.1869274274446	"A"
"control"	62.9313977473415	32.9835051178001	"B"
"XA53"	31.864017644152	52.8875775962137	"A"
"XA53"	31.0995680813678	23.9848845644854	"A"
"XA53"	90.9613418038934	45.8547251611948	"B"
"XA53"	92.8319372451864	54.0246748465113	"A"
"XA53"	9.15352997146547	39.1607914421707	"A"
"XA53"	66.850404349342	0.934426425117999	"B"
"control"	46.8236435841769	64.9776363817044	"B"
"XA53"	54.1390524142422	99.1657294468954	"B"
"XA53"	60.1326631487347	18.8254385651089	"B"
"control"	70.0545447228476	74.9625386036001	"A"
"control"	41.0494031526148	62.035870709084	"A"
"XA53"	88.1614782501943	14.9430808158591	"A"
"XA53"	82.8009217129089	37.8560308608226	"B"
"XA53"	23.0644711748697	41.9691214584745	"A"
"control"	25.8763212079182	43.1732024713419	"B"
"XA53"	10.1876260017976	100.19562901631	"A"
"XA53"	9.82692528264597	57.8852805384435	"A"
"XA53"	84.8720983958803	95.1644574695267	"A"
"XA53"	1.11586806913838	56.9086136026308	"A"
"XA53"	31.9300579109229	34.9608646575361	"A"
"XA53"	1.03414046168327	74.146875150688	"A"
"XA53"	6.06163175413385	NA	"A"
"XA53"	81.1284372487105	92.9094992373139	"B"
"XA53"	17.1297016803175	3.03155686706305	"A"
"control"	39.8924067704007	NA	"A"
"XA53"	86.1635109947994	49.9424881821498	"A"
"XA53"	79.0459750427865	99.1941329102032	"A"
"XA53"	6.97945836093277	40.0313738724217	"B"
"XA53"	93.8884319564328	10.891332132183	"A"
"control"	50.8603222740814	NA	"A"
"XA53"	83.1234065588564	60.0841287284158	"A"
"XA53"	79.8453398379497	76.9218964478001	"B"
"XA53"	48.8358640142716	1.11946061616763	"B"
"XA53"	19.8296509664506	92.9585893459618	"B"
"XA53"	65.0458784811199	31.1045098602772	"A"
"XA53"	0.802646638639271	45.8544774750248	"B"
"XA53"	80.948748109024	NA	"A"
"XA53"	5.18577312128618	71.8590283089317	"A"
"XA53"	97.8798071087338	18.8786888523959	"B"
"XA53"	11.8627684300765	62.1337593919598	"A"
"XA53"	35.8014767348766	7.11572857657447	"B"
"XA53"	1.19173096967861	54.81490202602	"B"
"XA53"	20.1034595905803	12.1579330456443	"A"
"control"	39.8485810377635	71.0099930505268	"A"
"XA53"	97.1784322208725	12.1520178366452	"B"
"control"	40.0134179651737	65.9738859437406	"B"
"control"	49.0275569585152	24.9702085734345	"A"
"XA53"	54.0831192500889	53.8249349909835	"B"
"XA53"	61.9360837175511	16.0112097105011	"A"
"XA53"	37.0700098750182	84.0861232550815	"A"
"XA53"	63.1568884314969	76.1040301520377	"B"
"control"	74.0490101529285	56.1621074027382	"B"
"XA53"	6.08720297086984	NA	"B"
"XA53"	90.1406023161486	68.8981322461739	"B"
"XA53"	76.9115412160754	80.9522529555485	"B"
"XA53"	85.8433443705551	63.8849013839848	"B"
"XA53"	89.853522792086	71.0835321838968	"B"
"XA53"	18.9647638562135	58.8755665877834	"B"
"XA53"	12.0206724584103	30.1302093325183	"A"
"XA53"	6.00295805064961	19.8209457907826	"B"
"XA53"	56.8936212286353	14.9761797755025	"B"
"XA53"	19.9627927376889	98.1702002204023	"A"
"XA53"	90.841233183071	74.0955912950449	"B"
"XA53"	7.99004989834502	1.02902249470353	"B"
"control"	38.9092850688845	63.1757045215927	"B"
"XA53"	90.1008133054711	12.1618881320581	"A"
"control"	60.1782787680626	55.0887251433916	"A"
"XA53"	19.8275407535955	9.82022685185075	"A"
"XA53"	63.8696532287635	27.0400740164332	"A"
"XA53"	57.0442282167263	2.9339663551189	"B"
"control"	37.8377451563254	65.1126406273805	"B"
"XA53"	22.9704318502918	89.8578867573291	"B"
"XA53"	27.0206610652618	16.9668580187485	"B"
"control"	67.1682365828194	59.9994385011494	"A"
"XA53"	93.8952239418402	82.9381076338701	"B"
"control"	47.159759082552	31.0683628801256	"A"
"XA53"	97.0087133575231	1.88440535832196	"A"
"XA53"	19.0825678017922	40.0715991164558	"A"
"XA53"	94.1938391386531	95.1373542388901	"B"
"control"	23.0229447615333	51.0387368541211	"B"
"XA53"	76.0903577181511	90.1359354644082	"B"
"XA53"	69.8064667413942	26.0111058491282	"B"
"XA53"	95.1950117721222	61.9943422015756	"A"
"XA53"	55.9135081655346	81.1409632621333	"B"
"XA53"	74.1884644965641	62.9840531806461	"A"
